"tork-a/visualization_rwt"	"visualization packages for rwt"	"https://github.com/tork-a/visualization_rwt"	"github"	"kinetic-devel"	"12"	"0"	"14"	"4"	"315"	"6"	"2"	"16"
"ros-planning/navigation2"	"ROS2 Navigation"	"https://github.com/ros-planning/navigation2"	"github"	"master"	"3"	"11"	"130"	"23"	"661"	"11"	"9"	"22"
"swri-robotics/novatel_gps_driver"	"ROS driver for NovAtel GPS / GNSS receivers"	"https://github.com/swri-robotics/novatel_gps_driver"	"github"	"master"	"3"	"0"	"13"	"0"	"152"	"2"	"17"	"17"
"ekumenlabs/tangobot"	"Android app to navigate using Tango services as input."	"https://github.com/ekumenlabs/tangobot"	"github"	"master"	"2"	"0"	"38"	"0"	"157"	"4"	"3"	"3"
"ipa320/cob_manipulation"	""	"https://github.com/ipa320/cob_manipulation"	"github"	"kinetic_dev"	"24"	"0"	"12"	"1"	"1439"	"16"	"17"	"40"
"grvcTeam/grvc-ual"	"An abstraction layer for unmanned aerial vehicles"	"https://github.com/grvcTeam/grvc-ual"	"github"	"master"	"6"	"0"	"9"	"0"	"272"	"21"	"12"	"9"
"ros-industrial/industrial_ci"	"Easy continuous integration repository for ROS repositories"	"https://github.com/ros-industrial/industrial_ci"	"github"	"legacy"	"2"	"0"	"51"	"16"	"557"	"5"	"17"	"22"
"ros-industrial/industrial_training"	"ROS-Industrial Training Material"	"https://github.com/ros-industrial/industrial_training"	"github"	"melodic"	"394"	"0"	"38"	"14"	"706"	"7"	"0"	"50"
"ScazLab/ros_speech2text"	"A ROS package that uses Google Cloud Speech to provide speech to text service"	"https://github.com/ScazLab/ros_speech2text"	"github"	"master"	"2"	"0"	"3"	"0"	"193"	"4"	"0"	"7"
"ros-controls/ros_controllers"	"Generic robotic controllers to accompany ros_control"	"https://github.com/ros-controls/ros_controllers"	"github"	"melodic-devel"	"59"	"0"	"69"	"20"	"739"	"13"	"40"	"58"
"UBC-Thunderbots/Software"	"Robot Soccer Playing AI"	"https://github.com/UBC-Thunderbots/Software"	"github"	"master"	"11"	"0"	"102"	"15"	"261"	"4"	"0"	"20"
"OUXT-Polaris/robotx_packages"	"ROS packages for Maritime RobotX Challenge"	"https://github.com/OUXT-Polaris/robotx_packages"	"github"	"master"	"16"	"0"	"5"	"0"	"743"	"15"	"0"	"7"
"ros-planning/moveit"	":robot: The MoveIt! motion planning framework"	"https://github.com/ros-planning/moveit"	"github"	"master"	"56"	"0"	"259"	"24"	"6615"	"8"	"43"	"232"
"tuw-robotics/tuw_marker_detection"	""	"https://github.com/tuw-robotics/tuw_marker_detection"	"github"	"melodic"	"11"	"0"	"2"	"0"	"120"	"4"	"7"	"6"
"ipa320/bride"	"BRIDE IDE for ROS development"	"https://github.com/ipa320/bride"	"github"	"develop"	"5"	"0"	"19"	"0"	"459"	"16"	"6"	"10"
"MichalDobis/osm_planner"	"Experimental ROS package for finding path on OpenStreetMap using dijkstra algorithm"	"https://github.com/MichalDobis/osm_planner"	"github"	"master"	"4"	"0"	"1"	"0"	"123"	"4"	"0"	"5"
"ooleksyuk/CarND-Capstone"	"CarND Capstone"	"https://github.com/ooleksyuk/CarND-Capstone"	"github"	"master"	"14"	"0"	"0"	"0"	"122"	"7"	"0"	"21"
"ipab-slmc/exotica"	"Extensible Optimization Framework"	"https://github.com/ipab-slmc/exotica"	"github"	"master"	"38"	"0"	"49"	"1"	"2178"	"10"	"5"	"24"
"xqms/rosmon"	"ROS node launcher & monitoring daemon"	"https://github.com/xqms/rosmon"	"github"	"master"	"6"	"0"	"5"	"4"	"419"	"5"	"14"	"14"
"HebiRobotics/HEBI-ROS"	"HEBI ROS Examples/API/etc."	"https://github.com/HebiRobotics/HEBI-ROS"	"github"	"master"	"47"	"0"	"21"	"3"	"129"	"15"	"4"	"10"
"tum-phoenix/phx_quadrocopter_ros"	"The ROS packages for the TUM Phoenix Autonomous Flight Project"	"https://github.com/tum-phoenix/phx_quadrocopter_ros"	"github"	"master"	"44"	"0"	"4"	"0"	"782"	"6"	"0"	"40"
"hrnr/robo-rescue"	"ROS nodes for rescue robots"	"https://github.com/hrnr/robo-rescue"	"github"	"master"	"7"	"0"	"0"	"0"	"154"	"8"	"0"	"2"
"ros-industrial/ros_canopen"	"CANopen driver framework for ROS (http://wiki.ros.org/ros_canopen)"	"https://github.com/ros-industrial/ros_canopen"	"github"	"melodic-devel"	"4"	"0"	"36"	"9"	"1066"	"14"	"21"	"20"
"smaillot/multiple-kinects-auto-calibration"	""	"https://github.com/smaillot/multiple-kinects-auto-calibration"	"github"	"master"	"10"	"0"	"0"	"0"	"132"	"16"	"0"	"2"
"start-jsk/denso"	"A controller package suite for robots from Densowave based on open-industrial-ros-controllers"	"https://github.com/start-jsk/denso"	"github"	"kinetic-devel"	"46"	"0"	"9"	"3"	"268"	"5"	"24"	"12"
"Arpafaucon/sp"	"ENSTA Year project"	"https://github.com/Arpafaucon/sp"	"github"	"master"	"19"	"0"	"1"	"0"	"139"	"2"	"2"	"3"
"at-wat/neonavigation"	"A 2-D/3-DOF seamless global/local mobile robot motion planner package for ROS"	"https://github.com/at-wat/neonavigation"	"github"	"master"	"17"	"0"	"22"	"3"	"406"	"7"	"7"	"10"
"eborghi10/my_ROS_mobile_robot"	"Differential drive mobile robot using ROS."	"https://github.com/eborghi10/my_ROS_mobile_robot"	"github"	"master"	"8"	"0"	"2"	"0"	"128"	"4"	"0"	"2"
"ros-industrial-consortium/godel"	"ROS-Industrial Focused Technical Project: Robotic Blending"	"https://github.com/ros-industrial-consortium/godel"	"github"	"kinetic-devel"	"70"	"0"	"40"	"7"	"738"	"6"	"1"	"17"
"SJSU-AD/FusionAD"	"An open source autonomous driving stack by San Jose State University Autonomous Driving Team"	"https://github.com/SJSU-AD/FusionAD"	"github"	"develop"	"50"	"0"	"25"	"1"	"312"	"6"	"1"	"12"
"felixendres/rgbdslam_v2"	"RGB-D SLAM for ROS"	"https://github.com/felixendres/rgbdslam_v2"	"github"	"kinetic"	"8"	"0"	"57"	"1"	"235"	"9"	"1"	"9"
"ros-industrial/ur_modern_driver"	"ROS driver for CB1, CB2 and CB3+ controllers with UR3, UR5 or UR10 robots from Universal Robots"	"https://github.com/ros-industrial/ur_modern_driver"	"github"	"master"	"12"	"0"	"46"	"9"	"201"	"3"	"0"	"14"
"ros-planning/robot_pose_ekf"	"robot_pose_ekf package for ROS Melodic and later"	"https://github.com/ros-planning/robot_pose_ekf"	"github"	"master"	"4"	"0"	"0"	"0"	"136"	"2"	"1"	"31"
"OSLL/tiny-slam-ros-cpp"	"TinySLAM implementation for ROS (C++ version)"	"https://github.com/OSLL/tiny-slam-ros-cpp"	"github"	"master"	"1"	"0"	"1"	"0"	"123"	"6"	"1"	"5"
"ANYbotics/elevation_mapping"	"Robot-centric elevation mapping for rough terrain navigation"	"https://github.com/ANYbotics/elevation_mapping"	"github"	"master"	"5"	"0"	"29"	"8"	"405"	"25"	"10"	"29"
"ros-perception/slam_gmapping"	"http://www.ros.org/wiki/slam_gmapping"	"https://github.com/ros-perception/slam_gmapping"	"github"	"hydro-devel"	"7"	"0"	"22"	"5"	"164"	"3"	"41"	"32"
"DJTobias/Cherry-Autonomous-Racecar"	"Implementation of the CNN from End to End Learning for Self-Driving Cars on a Nvidia Jetson TX1 using Tensorflow and ROS"	"https://github.com/DJTobias/Cherry-Autonomous-Racecar"	"github"	"master"	"2"	"0"	"3"	"0"	"212"	"2"	"0"	"3"
"ros-planning/moveit_pr2"	"MoveIt! Packages for PR2"	"https://github.com/ros-planning/moveit_pr2"	"github"	"kinetic-devel"	"53"	"0"	"2"	"2"	"675"	"23"	"48"	"33"
"byu-magicc/rosplane"	"A basic fixed-wing autopilot for ROS - based on the textbook ""Small Unmanned Aircraft: Theory and Practice"" by Randy Beard and Tim McLain"	"https://github.com/byu-magicc/rosplane"	"github"	"RC1.0"	"3"	"0"	"7"	"2"	"192"	"10"	"0"	"20"
"g/grizzly"	"Lightweight Grizzly packages common to robot and desktop"	"https://github.com/g/grizzly"	"github"	"kinetic-devel"	"8"	"0"	"1"	"1"	"278"	"12"	"13"	"17"
"PR2/pr2_apps"	""	"https://github.com/PR2/pr2_apps"	"github"	"melodic-devel"	"17"	"0"	"5"	"0"	"286"	"9"	"43"	"30"
"AUV-IITK/Varun-Software"	"Documentation at http://auv-iitk.github.io/auv2016/"	"https://github.com/AUV-IITK/Varun-Software"	"github"	"master"	"18"	"0"	"0"	"0"	"826"	"4"	"0"	"19"
"introlab/rtabmap_ros"	"RTAB-Map's ROS package."	"https://github.com/introlab/rtabmap_ros"	"github"	"master"	"55"	"0"	"97"	"0"	"1024"	"9"	"57"	"13"
"fetchrobotics/fetch_robots"	"Bringup for fetch & freight"	"https://github.com/fetchrobotics/fetch_robots"	"github"	"melodic-devel"	"22"	"0"	"2"	"2"	"137"	"5"	"18"	"15"
"ipa320/schunk_modular_robotics"	""	"https://github.com/ipa320/schunk_modular_robotics"	"github"	"indigo_dev"	"1"	"0"	"7"	"3"	"1428"	"16"	"32"	"82"
"jsk-ros-pkg/jsk_recognition"	"JSK perception ROS packages"	"https://github.com/jsk-ros-pkg/jsk_recognition"	"github"	"master"	"414"	"0"	"34"	"38"	"6080"	"2"	"105"	"97"
"osu-uwrt/riptide_software"	"The software packages which power The OSU Underwater Robotics Team's AUV."	"https://github.com/osu-uwrt/riptide_software"	"github"	"master"	"49"	"0"	"0"	"1"	"1246"	"8"	"0"	"26"
"Nishida-Lab/rosbook_pkgs"	"「実用ロボット開発のためのROSプログラミング」サンプルコード"	"https://github.com/Nishida-Lab/rosbook_pkgs"	"github"	"master"	"33"	"0"	"6"	"0"	"190"	"4"	"0"	"6"
"jsk-ros-pkg/jsk_roseus"	"ROS EusLisp Client"	"https://github.com/jsk-ros-pkg/jsk_roseus"	"github"	"master"	"65"	"0"	"32"	"14"	"2318"	"4"	"74"	"47"
"skasperski/navigation_2d"	"ROS nodes to navigate a mobile robot in a planar environment"	"https://github.com/skasperski/navigation_2d"	"github"	"master"	"4"	"0"	"5"	"1"	"154"	"11"	"12"	"3"
"Jaeyoung-Lim/mavros_controllers"	"Aggressive trajectory tracking using mavros for PX4 enabled vehicles"	"https://github.com/Jaeyoung-Lim/mavros_controllers"	"github"	"master"	"8"	"0"	"4"	"2"	"217"	"12"	"1"	"7"
"PR2/pr2_common_actions"	""	"https://github.com/PR2/pr2_common_actions"	"github"	"kinetic-devel"	"1"	"0"	"8"	"0"	"201"	"11"	"34"	"23"
"sigmaai/self-driving-golf-cart"	"Be Driven 🚘"	"https://github.com/sigmaai/self-driving-golf-cart"	"github"	"master"	"30"	"0"	"2"	"0"	"436"	"6"	"5"	"6"
"StanfordVL/GibsonEnv"	"Gibson Environments: Real-World Perception for Embodied Agents"	"https://github.com/StanfordVL/GibsonEnv"	"github"	"master"	"12"	"0"	"28"	"0"	"1151"	"21"	"2"	"13"
"Terabee/teraranger_array"	"ROS package for TeraRanger sensor arrays"	"https://github.com/Terabee/teraranger_array"	"github"	"master"	"4"	"0"	"0"	"0"	"348"	"10"	"15"	"11"
"ros-planning/moveit_ros"	"THIS REPO HAS MOVED TO https://github.com/ros-planning/moveit"	"https://github.com/ros-planning/moveit_ros"	"github"	"kinetic-devel"	"1"	"0"	"80"	"8"	"2779"	"17"	"118"	"93"
"kanakkabara/Autonomous-Drifting"	"Autonomous Drifting using Reinforcement Learning "	"https://github.com/kanakkabara/Autonomous-Drifting"	"github"	"master"	"4"	"0"	"0"	"0"	"164"	"4"	"0"	"6"
"pal-robotics/perception_blort"	"opencv"	"https://github.com/pal-robotics/perception_blort"	"github"	"hydro-devel"	"13"	"0"	"6"	"0"	"184"	"5"	"3"	"7"
"ros-planning/srdfdom"	"Semantic Robot Description Format"	"https://github.com/ros-planning/srdfdom"	"github"	"melodic-devel"	"2"	"0"	"0"	"3"	"101"	"5"	"22"	"22"
"ipa320/cob_command_tools"	""	"https://github.com/ipa320/cob_command_tools"	"github"	"indigo_dev"	"6"	"0"	"8"	"2"	"1995"	"16"	"26"	"91"
"YI-LING-BA-JI-JHUAN-TI-SHENG/project"	"This project is a project for COMPUTER PROJECT DESIGN"	"https://github.com/YI-LING-BA-JI-JHUAN-TI-SHENG/project"	"github"	"master"	"25"	"0"	"1"	"0"	"126"	"2"	"0"	"7"
"PR2/pr2_robot"	"PR2-specific components that are used in bringing up a robot."	"https://github.com/PR2/pr2_robot"	"github"	"kinetic-devel"	"21"	"0"	"25"	"6"	"445"	"17"	"84"	"39"
"ridgeback/ridgeback"	"Common packages for Ridgeback."	"https://github.com/ridgeback/ridgeback"	"github"	"kinetic-devel"	"9"	"0"	"3"	"0"	"134"	"6"	"15"	"7"
"start-jsk/rtmros_common"	"OpenRTM - ROS interoperability packages"	"https://github.com/start-jsk/rtmros_common"	"github"	"master"	"33"	"0"	"45"	"28"	"4036"	"3"	"28"	"76"
"nmssilva/augmented_perception"	"Semi-automatic detection, tracking and labelling of active targets for autonomous driving."	"https://github.com/nmssilva/augmented_perception"	"github"	"master"	"12"	"0"	"0"	"0"	"137"	"2"	"0"	"2"
"ros-perception/opencv_apps"	"http://wiki.ros.org/opencv_apps"	"https://github.com/ros-perception/opencv_apps"	"github"	"indigo"	"56"	"0"	"10"	"12"	"224"	"3"	"7"	"18"
"shiva-agrawal/my_projects"	"Robotics and Autonomous driving related projects"	"https://github.com/shiva-agrawal/my_projects"	"github"	"master"	"10"	"0"	"0"	"0"	"193"	"2"	"0"	"2"
"ros/bond_core"	"Maintains a bond (i.e. heart beat ) between ROS nodes and provides feedback when the bond is broken"	"https://github.com/ros/bond_core"	"github"	"kinetic-devel"	"4"	"0"	"6"	"4"	"546"	"7"	"73"	"41"
"start-jsk/hrpsys"	"An OpenRTM-aist-based robot controller. This package is the most tailored for humanoid (dual-arm and/or biped) robots for historical reason."	"https://github.com/start-jsk/hrpsys"	"github"	"master"	"9"	"0"	"2"	"0"	"757"	"2"	"10"	"25"
"flytbase/flytsamples"	"Sample Apps for FlytOS"	"https://github.com/flytbase/flytsamples"	"github"	"master"	"2"	"0"	"1"	"0"	"242"	"2"	"0"	"13"
"RoboJackets/roboracing-software"	"ROS packages for the RoboJackets RoboRacing team."	"https://github.com/RoboJackets/roboracing-software"	"github"	"master"	"71"	"0"	"27"	"9"	"934"	"41"	"0"	"39"
"diogoalmeida/sarafun_bt"	"Behavior Trees for the SARAFun project"	"https://github.com/diogoalmeida/sarafun_bt"	"github"	"master"	"3"	"0"	"1"	"0"	"148"	"2"	"1"	"5"
"AcutronicRobotics/MARA_ROS1"	"ROS 1.0 integration for MARA research edition"	"https://github.com/AcutronicRobotics/MARA_ROS1"	"github"	"master"	"26"	"0"	"0"	"1"	"108"	"5"	"0"	"12"
"tork-a/rtmros_nextage"	"ROS-OpenRTM-based opensource robot controller software for dual-armed robot Nextage from Kawada Industries"	"https://github.com/tork-a/rtmros_nextage"	"github"	"indigo-devel"	"42"	"0"	"36"	"16"	"518"	"6"	"54"	"14"
"autowarefoundation/autoware"	"Open-source software for self-driving vehicles"	"https://github.com/autowarefoundation/autoware"	"github"	"master"	"249"	"0"	"214"	"45"	"3499"	"134"	"22"	"100"
"yijiangh/choreo"	"Choreo: robotic motion planning platform for discrete architectural assembly"	"https://github.com/yijiangh/choreo"	"github"	"kinetic-devel"	"147"	"0"	"16"	"0"	"595"	"7"	"1"	"6"
"jsk-ros-pkg/jsk_planning"	"JSK planning packages"	"https://github.com/jsk-ros-pkg/jsk_planning"	"github"	"master"	"27"	"0"	"1"	"1"	"280"	"2"	"14"	"13"
"resibots/dynamixel_control_hw"	"Hardware interface for ros_control and the Dynamixels actuators"	"https://github.com/resibots/dynamixel_control_hw"	"github"	"master"	"2"	"0"	"4"	"1"	"135"	"9"	"1"	"9"
"tork-a/jog_control"	""	"https://github.com/tork-a/jog_control"	"github"	"master"	"20"	"0"	"5"	"1"	"119"	"4"	"1"	"3"
"knorth55/ros_chainercv"	"ROS wrapper for chainercv with catkin_virtualenv"	"https://github.com/knorth55/ros_chainercv"	"github"	"master"	"50"	"0"	"0"	"0"	"129"	"2"	"0"	"1"
"AUV-IITK/Anahita"	"Repository for software behind the 2nd Vehicle of team AUV-IITK"	"https://github.com/AUV-IITK/Anahita"	"github"	"master"	"20"	"0"	"5"	"0"	"463"	"3"	"0"	"11"
"iscumd/Yeti2018"	"Make Yeti Great Again"	"https://github.com/iscumd/Yeti2018"	"github"	"master"	"7"	"0"	"26"	"0"	"104"	"3"	"0"	"8"
"jsk-ros-pkg/jsk_visualization"	"jsk visualization ros packages"	"https://github.com/jsk-ros-pkg/jsk_visualization"	"github"	"master"	"50"	"0"	"6"	"1"	"2115"	"3"	"45"	"49"
"ros-visualization/rx"	""	"https://github.com/ros-visualization/rx"	"github"	"groovy-devel"	"1"	"0"	"0"	"0"	"160"	"7"	"46"	"7"
"pantor/ros-control-center"	"A web-based control center for ROS robots."	"https://github.com/pantor/ros-control-center"	"github"	"master"	"1"	"0"	"9"	"0"	"118"	"4"	"2"	"7"
"srv/avt_vimba_camera"	"ROS Driver for AVT cameras using VIMBA SDK"	"https://github.com/srv/avt_vimba_camera"	"github"	"kinetic"	"7"	"0"	"9"	"4"	"148"	"11"	"11"	"15"
"enesdemirag/point-cloud-filters"	"3D Point Cloud Filtering and Mapping using Stereo Camera"	"https://github.com/enesdemirag/point-cloud-filters"	"github"	"simpcl"	"9"	"0"	"0"	"0"	"196"	"3"	"0"	"3"
"tu-darmstadt-ros-pkg/hector_vision"	"Vision related packages developed within Team Hector/TU Darmstadt"	"https://github.com/tu-darmstadt-ros-pkg/hector_vision"	"github"	"kinetic-devel"	"43"	"0"	"0"	"0"	"242"	"22"	"0"	"29"
"photoneo/phoxi_camera"	"ROS Package for PhoXi Scanner/Camera. If you like us, STAR US! :P"	"https://github.com/photoneo/phoxi_camera"	"github"	"master"	"7"	"0"	"3"	"4"	"152"	"7"	"18"	"11"
"googlecartographer/cartographer_ros"	"Provides ROS integration for Cartographer."	"https://github.com/googlecartographer/cartographer_ros"	"github"	"master"	"19"	"0"	"235"	"6"	"551"	"5"	"4"	"36"
"ros-industrial/industrial_core"	"ROS-Industrial core meta-package (http://wiki.ros.org/industrial_core)"	"https://github.com/ros-industrial/industrial_core"	"github"	"kinetic-devel"	"6"	"0"	"36"	"8"	"330"	"10"	"13"	"38"
"rt-net/crane_x7_ros"	"CRANE-X7 ROSパッケージ"	"https://github.com/rt-net/crane_x7_ros"	"github"	"master"	"34"	"0"	"3"	"0"	"286"	"6"	"0"	"8"
"olin-robotic-sailing/oars-roboboat"	"OARS 2016-2017 - AUVSI Roboboat (inactive)"	"https://github.com/olin-robotic-sailing/oars-roboboat"	"github"	"master"	"21"	"0"	"25"	"0"	"269"	"17"	"0"	"16"
"WalkingMachine/sara_description"	"This repo contains the URDF model of sara"	"https://github.com/WalkingMachine/sara_description"	"github"	"master"	"3"	"0"	"0"	"1"	"101"	"3"	"0"	"13"
"lagadic/vision_visp"	"ViSP stack for ROS"	"https://github.com/lagadic/vision_visp"	"github"	"master"	"16"	"0"	"21"	"0"	"706"	"22"	"49"	"15"
"clubcapra/Takin"	" :goat: Capra-Takin is a ROS-based solution for managing and operating Club Capra's rescue robot. :sheep:"	"https://github.com/clubcapra/Takin"	"github"	"master"	"4"	"0"	"2"	"1"	"422"	"7"	"1"	"23"
"tue-robotics/ed"	"Environment Descriptor"	"https://github.com/tue-robotics/ed"	"github"	"master"	"1"	"0"	"5"	"2"	"719"	"16"	"7"	"21"
"laas/robot-viewer"	""	"https://github.com/laas/robot-viewer"	"github"	"master"	"3"	"0"	"3"	"0"	"410"	"7"	"16"	"11"
"xuefengchang/micros_swarm_framework"	""	"https://github.com/xuefengchang/micros_swarm_framework"	"github"	"master"	"43"	"0"	"2"	"0"	"182"	"6"	"15"	"6"
"uwreact/uwreact_robot"	"Software behind our fully autonomous FIRST robots"	"https://github.com/uwreact/uwreact_robot"	"github"	"master"	"2"	"0"	"43"	"1"	"112"	"3"	"0"	"7"
"turtlebot/turtlebot_interactions"	"User side interactions for working with a turtlebot."	"https://github.com/turtlebot/turtlebot_interactions"	"github"	"indigo"	"14"	"0"	"2"	"1"	"140"	"3"	"3"	"11"
"simlabrobotics/allegro_hand_ros"	"ROS stack for SimLab's Allegro Hand"	"https://github.com/simlabrobotics/allegro_hand_ros"	"github"	"master"	"4"	"0"	"NA"	"0"	"102"	"3"	"0"	"7"
"ros-industrial/fanuc_experimental"	"Experimental packages for Fanuc manipulators within ROS-Industrial (http://wiki.ros.org/fanuc_experimental)"	"https://github.com/ros-industrial/fanuc_experimental"	"github"	"indigo-devel"	"40"	"0"	"1"	"8"	"234"	"4"	"0"	"7"
"doosan-robotics/doosan-robot"	"ROS for Doosan Robot"	"https://github.com/doosan-robotics/doosan-robot"	"github"	"master"	"136"	"0"	"0"	"0"	"147"	"4"	"6"	"5"
"KumarRobotics/imu_vn_100"	"ROS driver for VN-100 of VectorNav Technologies"	"https://github.com/KumarRobotics/imu_vn_100"	"github"	"master"	"1"	"0"	"2"	"1"	"100"	"2"	"0"	"8"
"jnez71/lqRRT"	"Kinodynamic RRT Implementation"	"https://github.com/jnez71/lqRRT"	"github"	"master"	"2"	"0"	"3"	"0"	"160"	"2"	"0"	"5"
"ros-industrial/kuka_experimental"	"Experimental packages for KUKA manipulators within ROS-Industrial (http://wiki.ros.org/kuka_experimental)"	"https://github.com/ros-industrial/kuka_experimental"	"github"	"indigo-devel"	"45"	"0"	"22"	"14"	"112"	"3"	"0"	"15"
"yujinrobot/kobuki"	"Software for iClebo Kobuki"	"https://github.com/yujinrobot/kobuki"	"github"	"devel"	"26"	"0"	"29"	"1"	"1365"	"19"	"50"	"28"
"KevinOchs/hexapod_ros"	"ROS Hexapod stack with functioning 2D and 3D mapping. "	"https://github.com/KevinOchs/hexapod_ros"	"github"	"master"	"17"	"0"	"1"	"0"	"210"	"4"	"1"	"8"
"OctoMap/octomap_mapping"	"ROS stack for mapping with OctoMap, contains octomap_server package"	"https://github.com/OctoMap/octomap_mapping"	"github"	"kinetic-devel"	"4"	"0"	"8"	"4"	"144"	"15"	"38"	"14"
"locusrobotics/catkin_virtualenv"	"Bundle python requirements in a catkin package via virtualenv"	"https://github.com/locusrobotics/catkin_virtualenv"	"github"	"devel"	"4"	"0"	"1"	"0"	"113"	"4"	"13"	"5"
"OpenAgInitiative/openag_brain"	"ROS package for controlling an OpenAg food computer"	"https://github.com/OpenAgInitiative/openag_brain"	"github"	"develop"	"8"	"0"	"51"	"3"	"901"	"3"	"4"	"19"
"uf-mil/NaviGator"	"NaviGator ASV on-board software"	"https://github.com/uf-mil/NaviGator"	"github"	"master"	"48"	"0"	"45"	"9"	"1574"	"76"	"1"	"45"
